timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W]
2026/04/02 11:02:34.686, 0 MiB, 97887 MiB, 0 %, 0 %, 23.94 W
2026/04/02 11:02:36.687, 0 MiB, 97887 MiB, 0 %, 0 %, 24.08 W
2026/04/02 11:02:38.687, 0 MiB, 97887 MiB, 0 %, 0 %, 24.18 W
2026/04/02 11:02:40.688, 0 MiB, 97887 MiB, 0 %, 0 %, 24.28 W
2026/04/02 11:02:42.688, 0 MiB, 97887 MiB, 0 %, 0 %, 24.06 W
2026/04/02 11:02:44.689, 0 MiB, 97887 MiB, 0 %, 0 %, 23.85 W
2026/04/02 11:02:46.690, 0 MiB, 97887 MiB, 0 %, 0 %, 23.98 W
2026/04/02 11:02:48.691, 0 MiB, 97887 MiB, 0 %, 0 %, 24.10 W
2026/04/02 11:02:50.692, 0 MiB, 97887 MiB, 0 %, 0 %, 23.82 W
2026/04/02 11:02:52.693, 0 MiB, 97887 MiB, 0 %, 0 %, 23.49 W
2026/04/02 11:02:54.694, 0 MiB, 97887 MiB, 0 %, 0 %, 23.75 W
2026/04/02 11:02:56.694, 0 MiB, 97887 MiB, 0 %, 0 %, 23.85 W
2026/04/02 11:02:58.695, 0 MiB, 97887 MiB, 0 %, 0 %, 24.08 W
2026/04/02 11:03:00.696, 0 MiB, 97887 MiB, 0 %, 0 %, 23.88 W
2026/04/02 11:03:02.697, 0 MiB, 97887 MiB, 0 %, 0 %, 23.63 W
2026/04/02 11:03:04.698, 0 MiB, 97887 MiB, 0 %, 0 %, 23.70 W
2026/04/02 11:03:06.698, 0 MiB, 97887 MiB, 0 %, 0 %, 23.87 W
2026/04/02 11:03:08.699, 0 MiB, 97887 MiB, 0 %, 0 %, 23.92 W
2026/04/02 11:03:10.700, 0 MiB, 97887 MiB, 0 %, 0 %, 24.12 W
2026/04/02 11:03:12.701, 0 MiB, 97887 MiB, 0 %, 0 %, 23.36 W
2026/04/02 11:03:14.701, 0 MiB, 97887 MiB, 0 %, 0 %, 23.16 W
2026/04/02 11:03:16.702, 0 MiB, 97887 MiB, 0 %, 0 %, 23.34 W
2026/04/02 11:03:18.703, 0 MiB, 97887 MiB, 0 %, 0 %, 23.28 W
2026/04/02 11:03:20.704, 0 MiB, 97887 MiB, 0 %, 0 %, 23.77 W
2026/04/02 11:03:22.704, 0 MiB, 97887 MiB, 0 %, 0 %, 23.60 W
2026/04/02 11:03:24.704, 0 MiB, 97887 MiB, 0 %, 0 %, 23.70 W
2026/04/02 11:03:26.705, 0 MiB, 97887 MiB, 0 %, 0 %, 23.81 W
2026/04/02 11:03:28.706, 0 MiB, 97887 MiB, 0 %, 0 %, 23.54 W
2026/04/02 11:03:30.707, 0 MiB, 97887 MiB, 0 %, 0 %, 23.67 W
2026/04/02 11:03:32.707, 0 MiB, 97887 MiB, 0 %, 0 %, 23.28 W
2026/04/02 11:03:34.708, 0 MiB, 97887 MiB, 0 %, 0 %, 23.29 W
2026/04/02 11:03:36.708, 0 MiB, 97887 MiB, 0 %, 0 %, 23.39 W
2026/04/02 11:03:38.709, 0 MiB, 97887 MiB, 0 %, 0 %, 23.34 W
2026/04/02 11:03:40.709, 0 MiB, 97887 MiB, 0 %, 0 %, 23.25 W
2026/04/02 11:03:42.710, 0 MiB, 97887 MiB, 0 %, 0 %, 23.40 W
2026/04/02 11:03:44.711, 0 MiB, 97887 MiB, 0 %, 0 %, 23.18 W
2026/04/02 11:03:46.711, 0 MiB, 97887 MiB, 0 %, 0 %, 23.53 W
2026/04/02 11:03:48.712, 0 MiB, 97887 MiB, 0 %, 0 %, 23.16 W
2026/04/02 11:03:50.712, 0 MiB, 97887 MiB, 0 %, 0 %, 23.28 W
2026/04/02 11:03:52.713, 0 MiB, 97887 MiB, 0 %, 0 %, 23.14 W
2026/04/02 11:03:54.714, 0 MiB, 97887 MiB, 0 %, 0 %, 22.88 W
2026/04/02 11:03:56.714, 0 MiB, 97887 MiB, 0 %, 0 %, 23.28 W
2026/04/02 11:03:58.715, 0 MiB, 97887 MiB, 0 %, 0 %, 23.46 W
2026/04/02 11:04:00.715, 0 MiB, 97887 MiB, 0 %, 0 %, 23.53 W
2026/04/02 11:04:02.716, 0 MiB, 97887 MiB, 0 %, 0 %, 23.75 W
2026/04/02 11:04:04.717, 0 MiB, 97887 MiB, 0 %, 0 %, 23.28 W
2026/04/02 11:04:06.717, 0 MiB, 97887 MiB, 0 %, 0 %, 23.07 W
2026/04/02 11:04:08.718, 0 MiB, 97887 MiB, 0 %, 0 %, 23.26 W
2026/04/02 11:04:10.718, 0 MiB, 97887 MiB, 0 %, 0 %, 22.94 W
2026/04/02 11:04:12.719, 0 MiB, 97887 MiB, 0 %, 0 %, 22.71 W
2026/04/02 11:04:14.720, 0 MiB, 97887 MiB, 0 %, 0 %, 23.05 W
2026/04/02 11:04:16.721, 0 MiB, 97887 MiB, 0 %, 0 %, 22.87 W
2026/04/02 11:04:18.722, 0 MiB, 97887 MiB, 0 %, 0 %, 22.79 W
2026/04/02 11:04:20.723, 0 MiB, 97887 MiB, 0 %, 0 %, 23.09 W
2026/04/02 11:04:22.723, 0 MiB, 97887 MiB, 0 %, 0 %, 23.05 W
2026/04/02 11:04:24.724, 0 MiB, 97887 MiB, 0 %, 0 %, 23.01 W
2026/04/02 11:04:26.725, 0 MiB, 97887 MiB, 0 %, 0 %, 23.38 W
2026/04/02 11:04:28.725, 0 MiB, 97887 MiB, 0 %, 0 %, 23.47 W
2026/04/02 11:04:30.726, 0 MiB, 97887 MiB, 0 %, 0 %, 23.50 W
2026/04/02 11:04:32.727, 0 MiB, 97887 MiB, 0 %, 0 %, 23.34 W
2026/04/02 11:04:34.728, 0 MiB, 97887 MiB, 0 %, 0 %, 23.26 W
2026/04/02 11:04:36.729, 0 MiB, 97887 MiB, 0 %, 0 %, 23.16 W
2026/04/02 11:04:38.730, 0 MiB, 97887 MiB, 0 %, 0 %, 23.16 W
2026/04/02 11:04:40.731, 0 MiB, 97887 MiB, 0 %, 0 %, 22.96 W
2026/04/02 11:04:42.732, 0 MiB, 97887 MiB, 0 %, 0 %, 22.84 W
2026/04/02 11:04:44.733, 0 MiB, 97887 MiB, 0 %, 0 %, 22.97 W
2026/04/02 11:04:46.733, 0 MiB, 97887 MiB, 0 %, 0 %, 22.72 W
2026/04/02 11:04:48.734, 0 MiB, 97887 MiB, 0 %, 0 %, 22.55 W
2026/04/02 11:04:50.735, 0 MiB, 97887 MiB, 0 %, 0 %, 22.40 W
2026/04/02 11:04:52.735, 0 MiB, 97887 MiB, 0 %, 0 %, 22.40 W
2026/04/02 11:04:54.736, 0 MiB, 97887 MiB, 0 %, 0 %, 22.76 W
2026/04/02 11:04:56.737, 0 MiB, 97887 MiB, 0 %, 0 %, 22.53 W
2026/04/02 11:04:58.737, 0 MiB, 97887 MiB, 0 %, 0 %, 22.24 W
2026/04/02 11:05:00.738, 0 MiB, 97887 MiB, 0 %, 0 %, 22.92 W
2026/04/02 11:05:02.739, 0 MiB, 97887 MiB, 0 %, 0 %, 22.60 W
2026/04/02 11:05:04.740, 0 MiB, 97887 MiB, 0 %, 0 %, 22.77 W
2026/04/02 11:05:06.741, 0 MiB, 97887 MiB, 0 %, 0 %, 22.43 W
2026/04/02 11:05:08.742, 0 MiB, 97887 MiB, 0 %, 0 %, 22.91 W
2026/04/02 11:05:10.743, 0 MiB, 97887 MiB, 0 %, 0 %, 22.85 W
2026/04/02 11:05:12.744, 0 MiB, 97887 MiB, 0 %, 0 %, 22.76 W
2026/04/02 11:05:14.744, 0 MiB, 97887 MiB, 0 %, 0 %, 22.52 W
2026/04/02 11:05:16.745, 0 MiB, 97887 MiB, 0 %, 0 %, 22.40 W
2026/04/02 11:05:18.746, 0 MiB, 97887 MiB, 0 %, 0 %, 22.61 W
2026/04/02 11:05:20.747, 0 MiB, 97887 MiB, 0 %, 0 %, 22.27 W
2026/04/02 11:05:22.748, 0 MiB, 97887 MiB, 0 %, 0 %, 22.50 W
2026/04/02 11:05:24.748, 0 MiB, 97887 MiB, 0 %, 0 %, 22.39 W
2026/04/02 11:05:26.749, 0 MiB, 97887 MiB, 0 %, 0 %, 22.31 W
2026/04/02 11:05:28.750, 0 MiB, 97887 MiB, 0 %, 0 %, 22.19 W
2026/04/02 11:05:30.751, 0 MiB, 97887 MiB, 0 %, 0 %, 22.27 W
2026/04/02 11:05:32.752, 0 MiB, 97887 MiB, 0 %, 0 %, 22.26 W
2026/04/02 11:05:34.752, 0 MiB, 97887 MiB, 0 %, 0 %, 22.24 W
2026/04/02 11:05:36.753, 0 MiB, 97887 MiB, 0 %, 0 %, 22.06 W
2026/04/02 11:05:38.754, 0 MiB, 97887 MiB, 0 %, 0 %, 22.01 W
2026/04/02 11:05:40.755, 0 MiB, 97887 MiB, 0 %, 0 %, 22.36 W
2026/04/02 11:05:42.755, 0 MiB, 97887 MiB, 0 %, 0 %, 21.99 W
2026/04/02 11:05:44.756, 0 MiB, 97887 MiB, 0 %, 0 %, 21.86 W
2026/04/02 11:05:46.757, 0 MiB, 97887 MiB, 0 %, 0 %, 22.03 W
2026/04/02 11:05:48.758, 0 MiB, 97887 MiB, 0 %, 0 %, 22.21 W
2026/04/02 11:05:50.759, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 11:05:52.759, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 11:05:54.760, 0 MiB, 97887 MiB, 0 %, 0 %, 22.66 W
2026/04/02 11:05:56.761, 0 MiB, 97887 MiB, 0 %, 0 %, 22.03 W
2026/04/02 11:05:58.761, 0 MiB, 97887 MiB, 0 %, 0 %, 22.11 W
2026/04/02 11:06:00.762, 0 MiB, 97887 MiB, 0 %, 0 %, 22.64 W
2026/04/02 11:06:02.763, 0 MiB, 97887 MiB, 0 %, 0 %, 22.29 W
2026/04/02 11:06:04.763, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 11:06:06.764, 0 MiB, 97887 MiB, 0 %, 0 %, 22.28 W
2026/04/02 11:06:08.765, 0 MiB, 97887 MiB, 0 %, 0 %, 22.31 W
2026/04/02 11:06:10.765, 0 MiB, 97887 MiB, 0 %, 0 %, 22.13 W
2026/04/02 11:06:12.766, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 11:06:14.767, 0 MiB, 97887 MiB, 0 %, 0 %, 22.27 W
2026/04/02 11:06:16.768, 0 MiB, 97887 MiB, 0 %, 0 %, 22.37 W
2026/04/02 11:06:18.769, 0 MiB, 97887 MiB, 0 %, 0 %, 22.51 W
2026/04/02 11:06:20.769, 0 MiB, 97887 MiB, 0 %, 0 %, 22.48 W
2026/04/02 11:06:22.770, 0 MiB, 97887 MiB, 0 %, 0 %, 22.41 W
2026/04/02 11:06:24.771, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 11:06:26.772, 0 MiB, 97887 MiB, 0 %, 0 %, 22.36 W
2026/04/02 11:06:28.772, 0 MiB, 97887 MiB, 0 %, 0 %, 22.37 W
2026/04/02 11:06:30.773, 0 MiB, 97887 MiB, 0 %, 0 %, 22.23 W
2026/04/02 11:06:32.773, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 11:06:34.774, 0 MiB, 97887 MiB, 0 %, 0 %, 22.28 W
2026/04/02 11:06:36.775, 0 MiB, 97887 MiB, 0 %, 0 %, 22.16 W
2026/04/02 11:06:38.776, 0 MiB, 97887 MiB, 0 %, 0 %, 22.19 W
2026/04/02 11:06:40.776, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 11:06:42.777, 0 MiB, 97887 MiB, 0 %, 0 %, 21.99 W
2026/04/02 11:06:44.778, 0 MiB, 97887 MiB, 0 %, 0 %, 21.31 W
2026/04/02 11:06:46.779, 0 MiB, 97887 MiB, 0 %, 0 %, 22.05 W
2026/04/02 11:06:48.779, 0 MiB, 97887 MiB, 0 %, 0 %, 21.92 W
2026/04/02 11:06:50.780, 0 MiB, 97887 MiB, 0 %, 0 %, 22.05 W
2026/04/02 11:06:52.781, 0 MiB, 97887 MiB, 0 %, 0 %, 21.87 W
2026/04/02 11:06:54.782, 0 MiB, 97887 MiB, 0 %, 0 %, 21.73 W
2026/04/02 11:06:56.782, 0 MiB, 97887 MiB, 0 %, 0 %, 21.97 W
2026/04/02 11:06:58.783, 0 MiB, 97887 MiB, 0 %, 0 %, 22.16 W
2026/04/02 11:07:00.784, 0 MiB, 97887 MiB, 0 %, 0 %, 21.98 W
2026/04/02 11:07:02.784, 0 MiB, 97887 MiB, 0 %, 0 %, 22.15 W
2026/04/02 11:07:04.785, 0 MiB, 97887 MiB, 0 %, 0 %, 22.04 W
2026/04/02 11:07:06.786, 0 MiB, 97887 MiB, 0 %, 0 %, 21.92 W
2026/04/02 11:07:08.786, 0 MiB, 97887 MiB, 0 %, 0 %, 22.24 W
2026/04/02 11:07:10.787, 0 MiB, 97887 MiB, 0 %, 0 %, 22.10 W
2026/04/02 11:07:12.788, 0 MiB, 97887 MiB, 0 %, 0 %, 22.53 W
2026/04/02 11:07:14.789, 0 MiB, 97887 MiB, 0 %, 0 %, 22.02 W
2026/04/02 11:07:16.789, 0 MiB, 97887 MiB, 0 %, 0 %, 22.28 W
2026/04/02 11:07:18.790, 0 MiB, 97887 MiB, 0 %, 0 %, 22.41 W
2026/04/02 11:07:20.791, 0 MiB, 97887 MiB, 0 %, 0 %, 21.81 W
2026/04/02 11:07:22.791, 0 MiB, 97887 MiB, 0 %, 0 %, 21.69 W
2026/04/02 11:07:24.792, 0 MiB, 97887 MiB, 0 %, 0 %, 22.00 W
2026/04/02 11:07:26.793, 0 MiB, 97887 MiB, 0 %, 0 %, 21.92 W
2026/04/02 11:07:28.794, 0 MiB, 97887 MiB, 0 %, 0 %, 22.09 W
2026/04/02 11:07:30.794, 0 MiB, 97887 MiB, 0 %, 0 %, 21.93 W
2026/04/02 11:07:32.795, 0 MiB, 97887 MiB, 0 %, 0 %, 21.84 W
2026/04/02 11:07:34.796, 0 MiB, 97887 MiB, 0 %, 0 %, 21.89 W
2026/04/02 11:07:36.796, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 11:07:38.797, 0 MiB, 97887 MiB, 0 %, 0 %, 22.13 W
2026/04/02 11:07:40.798, 0 MiB, 97887 MiB, 0 %, 0 %, 21.78 W
2026/04/02 11:07:42.798, 0 MiB, 97887 MiB, 0 %, 0 %, 21.93 W
2026/04/02 11:07:44.799, 0 MiB, 97887 MiB, 0 %, 0 %, 21.82 W
2026/04/02 11:07:46.799, 0 MiB, 97887 MiB, 0 %, 0 %, 22.36 W
2026/04/02 11:07:48.800, 0 MiB, 97887 MiB, 0 %, 0 %, 21.76 W
2026/04/02 11:07:50.800, 0 MiB, 97887 MiB, 0 %, 0 %, 21.60 W
2026/04/02 11:07:52.801, 0 MiB, 97887 MiB, 0 %, 0 %, 21.77 W
2026/04/02 11:07:54.802, 0 MiB, 97887 MiB, 0 %, 0 %, 21.95 W
2026/04/02 11:07:56.803, 0 MiB, 97887 MiB, 0 %, 0 %, 22.08 W
2026/04/02 11:07:58.803, 0 MiB, 97887 MiB, 0 %, 0 %, 21.58 W
2026/04/02 11:08:00.804, 0 MiB, 97887 MiB, 0 %, 0 %, 21.53 W
2026/04/02 11:08:02.805, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 11:08:04.805, 0 MiB, 97887 MiB, 0 %, 0 %, 21.92 W
2026/04/02 11:08:06.806, 0 MiB, 97887 MiB, 0 %, 0 %, 21.95 W
2026/04/02 11:08:08.807, 0 MiB, 97887 MiB, 0 %, 0 %, 22.02 W
2026/04/02 11:08:10.807, 0 MiB, 97887 MiB, 0 %, 0 %, 21.82 W
2026/04/02 11:08:12.807, 0 MiB, 97887 MiB, 0 %, 0 %, 21.70 W
2026/04/02 11:08:14.808, 0 MiB, 97887 MiB, 0 %, 0 %, 21.84 W
2026/04/02 11:08:16.808, 0 MiB, 97887 MiB, 0 %, 0 %, 21.77 W
2026/04/02 11:08:18.809, 0 MiB, 97887 MiB, 0 %, 0 %, 22.34 W
2026/04/02 11:08:20.810, 0 MiB, 97887 MiB, 0 %, 0 %, 22.19 W
2026/04/02 11:08:22.810, 0 MiB, 97887 MiB, 0 %, 0 %, 22.30 W
2026/04/02 11:08:24.811, 0 MiB, 97887 MiB, 0 %, 0 %, 22.05 W
2026/04/02 11:08:26.812, 0 MiB, 97887 MiB, 0 %, 0 %, 22.06 W
2026/04/02 11:08:28.813, 0 MiB, 97887 MiB, 0 %, 0 %, 22.03 W
2026/04/02 11:08:30.814, 0 MiB, 97887 MiB, 0 %, 0 %, 22.12 W
2026/04/02 11:08:32.815, 0 MiB, 97887 MiB, 0 %, 0 %, 21.93 W
2026/04/02 11:08:34.815, 0 MiB, 97887 MiB, 0 %, 0 %, 21.94 W
2026/04/02 11:08:36.816, 0 MiB, 97887 MiB, 0 %, 0 %, 21.67 W
2026/04/02 11:08:38.817, 0 MiB, 97887 MiB, 0 %, 0 %, 21.42 W
2026/04/02 11:08:40.817, 0 MiB, 97887 MiB, 0 %, 0 %, 21.69 W
2026/04/02 11:08:42.818, 0 MiB, 97887 MiB, 0 %, 0 %, 21.51 W
2026/04/02 11:08:44.819, 0 MiB, 97887 MiB, 0 %, 0 %, 21.54 W
2026/04/02 11:08:46.820, 0 MiB, 97887 MiB, 0 %, 0 %, 21.78 W
2026/04/02 11:08:48.820, 0 MiB, 97887 MiB, 0 %, 0 %, 21.96 W
2026/04/02 11:08:50.821, 0 MiB, 97887 MiB, 0 %, 0 %, 21.56 W
2026/04/02 11:08:52.822, 0 MiB, 97887 MiB, 0 %, 0 %, 21.78 W
2026/04/02 11:08:54.823, 0 MiB, 97887 MiB, 0 %, 0 %, 21.89 W
2026/04/02 11:08:56.824, 0 MiB, 97887 MiB, 0 %, 0 %, 21.68 W
2026/04/02 11:08:58.824, 0 MiB, 97887 MiB, 0 %, 0 %, 21.22 W
2026/04/02 11:09:00.825, 0 MiB, 97887 MiB, 0 %, 0 %, 21.22 W
2026/04/02 11:09:02.825, 0 MiB, 97887 MiB, 0 %, 0 %, 21.19 W
2026/04/02 11:09:04.827, 0 MiB, 97887 MiB, 0 %, 0 %, 21.29 W
2026/04/02 11:09:06.827, 0 MiB, 97887 MiB, 0 %, 0 %, 21.63 W
2026/04/02 11:09:08.827, 0 MiB, 97887 MiB, 0 %, 0 %, 21.39 W
2026/04/02 11:09:10.828, 0 MiB, 97887 MiB, 0 %, 0 %, 21.50 W
2026/04/02 11:09:12.828, 0 MiB, 97887 MiB, 0 %, 0 %, 21.40 W
2026/04/02 11:09:14.828, 0 MiB, 97887 MiB, 0 %, 0 %, 21.17 W
2026/04/02 11:09:16.829, 0 MiB, 97887 MiB, 0 %, 0 %, 21.50 W
2026/04/02 11:09:18.829, 0 MiB, 97887 MiB, 0 %, 0 %, 21.26 W
2026/04/02 11:09:20.829, 0 MiB, 97887 MiB, 0 %, 0 %, 22.21 W
2026/04/02 11:09:22.830, 0 MiB, 97887 MiB, 0 %, 0 %, 21.30 W
2026/04/02 11:09:24.830, 0 MiB, 97887 MiB, 0 %, 0 %, 21.28 W
2026/04/02 11:09:26.831, 0 MiB, 97887 MiB, 0 %, 0 %, 21.27 W
2026/04/02 11:09:28.832, 0 MiB, 97887 MiB, 0 %, 0 %, 20.71 W
2026/04/02 11:09:30.833, 0 MiB, 97887 MiB, 0 %, 0 %, 21.06 W
2026/04/02 11:09:32.833, 0 MiB, 97887 MiB, 0 %, 0 %, 21.09 W
2026/04/02 11:09:34.834, 0 MiB, 97887 MiB, 0 %, 0 %, 21.25 W
2026/04/02 11:09:36.834, 0 MiB, 97887 MiB, 0 %, 0 %, 21.42 W
2026/04/02 11:09:38.835, 0 MiB, 97887 MiB, 0 %, 0 %, 21.21 W
2026/04/02 11:09:40.836, 0 MiB, 97887 MiB, 0 %, 0 %, 21.60 W
2026/04/02 11:09:42.836, 0 MiB, 97887 MiB, 0 %, 0 %, 21.60 W
2026/04/02 11:09:44.837, 0 MiB, 97887 MiB, 0 %, 0 %, 21.52 W
2026/04/02 11:09:46.838, 0 MiB, 97887 MiB, 0 %, 0 %, 22.26 W
2026/04/02 11:09:48.839, 0 MiB, 97887 MiB, 0 %, 0 %, 21.80 W
2026/04/02 11:09:50.839, 0 MiB, 97887 MiB, 0 %, 0 %, 21.60 W
2026/04/02 11:09:52.840, 0 MiB, 97887 MiB, 0 %, 0 %, 21.26 W
2026/04/02 11:09:54.841, 0 MiB, 97887 MiB, 0 %, 0 %, 21.52 W
2026/04/02 11:09:56.842, 0 MiB, 97887 MiB, 0 %, 0 %, 21.42 W
2026/04/02 11:09:58.842, 0 MiB, 97887 MiB, 0 %, 0 %, 21.16 W
2026/04/02 11:10:00.843, 0 MiB, 97887 MiB, 0 %, 0 %, 21.24 W
2026/04/02 11:10:02.844, 0 MiB, 97887 MiB, 0 %, 0 %, 20.93 W
